ID,曲名,作曲者,音響的な特徴,ダンスに適しているか,エネルギーの強さ,インストゥルメンタルか,キー,ライブ録音か,音量,モード,音声の存在,テンポ（BPM）,拍子記号,再生時間（ms）,ポジティブさ
5vswHbOuXtukiFMu4PLInk,Kimi Ni Todoke,flumpool,0.0162,0.449,0.872,0,11,0.188,-4.744,1,0.0747,144.128,4,322587,0.523
46gSY0U7ZZCmd7EuJuo15N,恋音と雨空,AAA,0.0512,0.625,0.86,0,1,0.408,-4.456,1,0.0314,129.064,4,316187,0.533
7vwXjDrZT2mqiFynlEwwgG,さよならの前に,AAA,0.0364,0.545,0.853,0,1,0.117,-4.699,1,0.029,98.02,4,320373,0.525
7H5uStZMOGpcVw7eW0eyTi,トリコ,Nissy,0.0851,0.63,0.8,0,2,0.0618,-3.427,1,0.036,90.02,4,232440,0.717
5o3LSzu8xCMDpbAwm4dZ46,思想犯,ヨルシカ,0.118,0.64,0.884,0.00169,5,0.148,-4.476,1,0.0408,100.021,4,251267,0.455
6g93YtKKHU2H1qIqhLIL0Y,カタオモイ,Aimer,0.78,0.621,0.533,0,1,0.333,-5.974,1,0.0342,96.981,4,207360,0.791
5TIMNeqGc26Ohw0yfcAfGB,別の人の彼女になったよ,wacci,0.0303,0.528,0.617,0,2,0.334,-5.07,1,0.0263,72.023,4,304813,0.497
4zdQmfTLWgGd5mAX4MUIaX,Turning Up,ARASHI,0.0225,0.769,0.817,1.03e-06,1,0.244,-5.409,1,0.103,118.021,4,182633,0.896
6baeV3RT4kpivo327DC3AM,あなたがいることで,Uru,0.683,0.535,0.502,0,7,0.107,-4.953,1,0.0343,147.323,4,316453,0.259
1vAxW4D0wwfLaf12bkqlvB,orion,Kenshi Yonezu,0.103,0.702,0.614,0,8,0.231,-4.93,1,0.028,104.022,4,281907,0.507
2WI2is2NtH0WTs7zfKNpcE,カムパネルラ,Kenshi Yonezu,0.0806,0.448,0.853,0,11,0.0706,-5.661,0,0.164,88.749,3,235720,0.786
6woHdm2NKm0RHbuO7qt4ww,君がくれた夏,Leo Ieiri,0.31,0.51,0.615,0,1,0.117,-4.207,1,0.0283,169.814,4,258680,0.463
1heN1fuesAqx4WRlQFkCLJ,怪物さん,Ken Hirai,0.0422,0.8,0.666,0,0,0.13,-5.414,1,0.0495,128.016,4,244926,0.526
6wHAahIKz5ULEBU1XlF1CY,ビンテージ,OFFICIAL HIGE DANDISM,0.204,0.45,0.819,0,2,0.289,-5.169,1,0.0516,180.01,4,252566,0.507
5NqGfELjcdvRIUuhgZJ34W,Marigold,Aimyon,0.0452,0.545,0.745,0,2,0.0907,-3.098,1,0.0286,106.094,4,306627,0.413
2gjS4IldZTcJOntzMW6oh8,世界は恋に落ちている,CHiCO with HoneyWorks,0.0118,0.627,0.883,0,7,0.0972,-4.62,1,0.0486,130.062,4,311720,0.467
5RbMlPFL4gVyEHW2lEOuzG,奏(かなで),Sukima Switch,0.553,0.519,0.666,0.000169,10,0.0948,-6.163,1,0.0262,149.839,4,328627,0.461
0Rhd4xCLQOvDau9qXdF8eH,HELP,flumpool,0.0518,0.557,0.871,0,11,0.107,-5.417,1,0.068,121.948,4,287002,0.333
7zmcWkQvzc9bYzOUx29aI1,ハミダシモノ,楠木 ともり,0.0113,0.592,0.937,0,8,0.246,-2.754,1,0.0707,127.047,4,235787,0.52
3hw4tz9XfxvdVBS2FDT0JG,正解不正解,CIVILIAN,0.000173,0.477,0.89,0.00028,8,0.107,-2.872,1,0.0699,102.917,4,251360,0.477
0vciFgccaS4HTPNGSttKbU,愛をこめて花束を,Superfly,0.0957,0.341,0.827,0.00161,7,0.0746,-2.836,1,0.0466,161.986,4,296627,0.422
4IouQaO9GkaHC7AtMErdSa,打上花火,Daoko,0.288,0.625,0.668,0,6,0.107,-4.315,1,0.0249,95.968,4,289578,0.292
4Jv7U0JJpbQnOrjtDwDZTZ,裸の心,Aimyon,0.537,0.559,0.448,1.85e-05,8,0.0915,-4.11,1,0.0275,148.02,4,296653,0.354
23DbzwNJSLo7nkSWjODMvY,紅蓮華,LiSA,0.00339,0.545,0.979,0.000118,4,0.0775,-2.8,0,0.153,135.002,4,238587,0.309
4IubwxgmXeZtDtYjTaT9gN,鱗(うろこ),Motohiro Hata,0.074,0.442,0.748,0,6,0.1,-5.448,1,0.0302,89.956,4,324053,0.493
4nmjL1mUKOAfAbo9QG9tSE,Koi,Gen Hoshino,0.00081,0.598,0.819,0,9,0.218,-2.619,1,0.0911,158.115,4,251267,0.878
2gSkvrwfCXCgqeugzezn97,廻廻奇譚,Eve,0.0128,0.565,0.919,0,5,0.292,-3.378,0,0.0898,92.325,4,219234,0.565
7kRKlFCFLAUwt43HWtauhX,LOST IN PARADISE,ALI,0.0961,0.648,0.904,2.07e-06,6,0.0629,-4.565,0,0.0786,121.994,4,327967,0.728
7BMKWT0Vw0EKDELXLvuWCp,三文小説,King Gnu,0.641,0.384,0.487,0,4,0.254,-8.26,0,0.0508,88.055,4,280533,0.0994
5fwdrcQy6kzrVR0JzU2pn1,勘ぐれい,ZUTOMAYO,0.182,0.81,0.871,0.00414,6,0.175,-5.527,1,0.0499,123.981,4,249773,0.787
6c5k0VC9TBzlcKwtjpzFW2,silent,SEKAI NO OWARI,0.434,0.43,0.62,0,0,0.209,-5.274,1,0.0419,176.14,4,308921,0.424
0cSkn2l67csUljEy0EEBPn,炎,LiSA,0.105,0.477,0.685,0,2,0.277,-4.554,1,0.0325,152.04,4,275000,0.308
3dhTHxYRbJPbxtQI9fodYq,異邦人,Hiroji Miyamoto,0.0587,0.521,0.635,1.43e-06,3,0.319,-5.81,0,0.029,106.002,4,255627,0.682
52IsIvHidofM9JMjw78Jyz,再会 (produced by Ayase),LiSA,0.315,0.713,0.606,0,7,0.262,-5.718,0,0.0328,90.005,4,242167,0.492
5hQll2t2rfpVARhVjDVOYJ,Oddloop,frederic,0.0034,0.424,0.899,8.1e-05,11,0.223,-3.937,0,0.0572,171.832,4,255293,0.74
0oP2Xuft7MjxRZrSCTwyr6,夜紛い,ヨルシカ,0.0371,0.442,0.894,5.33e-05,0,0.272,-4.953,1,0.0546,179.971,4,223559,0.701
5hbg2YisSRgoGG85pl0g1F,センチメートル,the peggies,0.0042,0.563,0.924,0,2,0.206,-2.367,1,0.0351,139.939,4,227040,0.847
2GICOigS4ByugDisRegs3M,明日も,SHISHAMO,0.0142,0.415,0.857,0,1,0.0772,-1.696,1,0.048,178.919,4,369320,0.663
6Zyizxfz4NXdCgVLwhuBNw,雪の華,Mika Nakashima,0.74,0.452,0.293,0,11,0.153,-7.24,1,0.0283,143.451,4,341973,0.149
1REflSkxm1ZUvSIlgfZJVT,恋のはじまり,Leo Ieiri,0.416,0.627,0.719,0,5,0.0988,-3.838,1,0.0318,124.0,4,220733,0.753
738Y9kP0DmYIU4730tpdaR,Neon Nights,Leo Ieiri,0.00388,0.54,0.789,8.1e-05,1,0.346,-5.896,1,0.0337,172.955,4,299800,0.544
3SQ0CYiSyK3gHkAqXltFZM,イキツクシ,DADARAY,0.337,0.64,0.621,0.000855,11,0.0661,-5.657,1,0.0313,92.984,4,254587,0.569
62aUb3qh4z0GxdZcrSrlBx,場末,DADARAY,0.559,0.668,0.791,0.00203,5,0.255,-5.642,1,0.0399,139.969,4,275147,0.581
6nqfKM9JvQIiuAuzWZFvGW,ぎゅっと。,もさを。,0.814,0.773,0.363,0,4,0.103,-7.304,1,0.0383,119.994,4,269747,0.774
1AfFUID69eG8hOkkc3asNM,Ao No Waltz,Eve,0.19,0.417,0.52,0,3,0.0783,-4.872,1,0.0324,123.934,3,277337,0.346
44VYdLnwvhn1H1cfieb84a,Shinkai,Eve,0.00378,0.621,0.778,2.52e-05,11,0.103,-3.818,1,0.0284,122.98,4,266309,0.602
64LPuxHb07MU9Pqmkd4knj,Yakusoku,Eve,0.151,0.58,0.622,0,8,0.265,-5.692,1,0.0376,80.031,4,252693,0.404
08qSsioSfdnNCY2P9epPhP,過眠,ZUTOMAYO,0.644,0.413,0.404,2.08e-06,0,0.306,-9.989,0,0.0394,143.537,4,253027,0.396
0SSSCk5UpgyiuO7bGr1et0,低血ボルト,ZUTOMAYO,0.241,0.628,0.955,1.31e-05,10,0.28,-3.027,1,0.127,175.796,4,214813,0.845
4PGTB8V2YpxLDOrVtacgLr,彷徨い酔い温度,ZUTOMAYO,0.516,0.794,0.473,0.000113,8,0.0885,-5.294,1,0.0479,117.916,4,292840,0.488
4Z8WSP6i30vg05WTDyvw0X,あの夏に咲け,ヨルシカ,0.0923,0.541,0.949,0,2,0.251,-2.845,1,0.0928,160.027,4,258877,0.841
5nvA0EX0Itao5I6t89A7X2,花人局,ヨルシカ,0.259,0.73,0.754,0.000324,1,0.239,-4.925,1,0.0296,124.995,4,332373,0.705
3evD3QNXduuMAg1SLhfNtg,Ham,ZUTOMAYO,0.404,0.834,0.601,0,10,0.112,-4.397,1,0.0394,114.985,4,220387,0.776
444TdAemfLOz77t9dlCeAa,逃亡,ヨルシカ,0.331,0.822,0.381,0.0166,7,0.0911,-11.656,1,0.0661,105.039,4,287453,0.485
4rvtqOGyTPZJwWtVTNdZbu,Lemon,Kenshi Yonezu,0.304,0.525,0.646,0,11,0.297,-4.963,1,0.0268,86.957,4,255827,0.373
21z1GxeHjfD3qkaF5CgCTO,シルエット,KANA-BOON,1.05e-05,0.436,0.934,0.136,2,0.321,-2.685,1,0.0507,91.488,4,240133,0.383
43QSsuxazI8xms29SYCtxh,ないものねだり - Revenge THE FIRST TAKE,KANA-BOON,0.0141,0.565,0.811,0,1,0.0726,-3.745,0,0.057,87.508,4,256256,0.691
29cshFKbqa3DmctSYEHjfT,胸の煙,ZUTOMAYO,0.107,0.617,0.807,0.00764,10,0.171,-4.843,0,0.0484,139.026,4,249627,0.567
1SdwlHsv8bWHbAlIw5Jfgo,Laughter,OFFICIAL HIGE DANDISM,0.023,0.396,0.801,0,4,0.138,-4.673,1,0.035,159.769,4,350300,0.366
0k0zcBRE3StKssNhEF86rW,盗作,ヨルシカ,0.00946,0.654,0.756,0.013,1,0.0685,-4.46,1,0.0326,99.988,4,239120,0.865
6cVHcHkGWD1bWGaN6E7nL3,こんなこと騒動,ZUTOMAYO,0.303,0.65,0.84,4.18e-05,10,0.156,-3.219,0,0.23,169.96,4,297867,0.669
1HNvADmPBGAExeyIHkcJtd,Sparkle - Original Version,RADWIMPS,0.729,0.634,0.506,1.11e-06,11,0.12,-5.882,1,0.0316,124.003,4,410213,0.244
56pvqFKGXPjubh5eY6sOlv,Is There Still Anything That Love Can Do?,RADWIMPS,0.362,0.536,0.403,0,9,0.292,-6.38,1,0.0335,141.551,4,414467,0.246
0ygrzSnhdIAcxXLb5pPeNU,エメラルド,back number,0.000803,0.553,0.831,0,1,0.0953,-4.425,0,0.0651,130.879,4,223240,0.47
3hBAYbAECEix9raaTq8S3H,ヒロイン,back number,0.209,0.431,0.598,0,7,0.218,-3.733,1,0.0296,76.18,4,269787,0.356
31wFi94buu7x6KeWFobOaW,灰色と青 ( + 菅田将暉 ),Kenshi Yonezu,0.345,0.522,0.597,0,4,0.103,-4.883,1,0.0295,80.952,4,332187,0.387
7wa1cHqTRdjXZuqo4iigj1,LOSER,Kenshi Yonezu,0.00466,0.679,0.931,0,1,0.0652,-3.74,0,0.0474,121.001,4,243813,0.962
2ZBwrKf491fLO9KmndyT8y,On a Cherry Blossom Night,Aimyon,0.403,0.652,0.945,0,5,0.319,-3.355,1,0.0432,106.988,4,269860,0.717
359Yw4Ng9TcH667Ct2Dj6D,創造,Gen Hoshino,0.00617,0.724,0.808,0.000199,10,0.315,-4.877,0,0.0756,95.007,4,234167,0.836
38kcwx5znepLWCIBID0Bwm,Kyouran Hey Kids!!,THE ORAL CIGARETTES,0.00318,0.526,0.981,0.00161,8,0.187,-1.82,1,0.111,142.016,4,250973,0.781
0PyCEbEnaoodIqPCLsFxG2,chAngE,miwa,0.0277,0.443,0.975,0,7,0.113,-1.998,1,0.156,164.844,4,246960,0.621
0shYMAyi9urCIeLdDYu60o,don't cry anymore,miwa,0.153,0.568,0.737,0,5,0.291,-2.595,1,0.0322,109.985,4,281747,0.53
0AuEHmUQAMbqf9hrXBQcuT,轍~Wadachi~,SPYAIR,2.94e-05,0.449,0.939,0,7,0.28,-4.137,1,0.138,132.002,4,222120,0.341
6aHFdm58mPF4YPJX3FgI0z,give it back,Cö shu Nie,0.463,0.461,0.591,0,1,0.05,-5.838,1,0.0496,99.826,4,212477,0.354
5bX2a3b1e4jjgRxjztVVjj,絶体絶命,Cö shu Nie,0.0408,0.324,0.941,1.15e-06,3,0.0363,-4.556,0,0.168,142.982,4,148747,0.507
0apsgQi5yIbTMhm1wuvnQf,asphyxia,Cö shu Nie,0.05,0.192,0.913,0,5,0.283,-3.318,1,0.15,82.52,4,174893,0.39
6QX5xybvl9Gk750M5Mm4qe,Heikousen,Eve,0.0316,0.642,0.663,0,1,0.116,-5.188,1,0.0331,120.984,4,275090,0.307
76zBWDh2YUmGantphDwqUs,ろんりねす,ZUTOMAYO,0.254,0.751,0.567,0,1,0.0337,-7.885,0,0.0391,138.908,4,293760,0.462
1SSA71lUpWfmqOwuGkF6XI,暗く黒く - Twin Piano Live ver.,ZUTOMAYO,0.835,0.774,0.361,3.99e-06,0,0.205,-7.363,0,0.0372,93.964,4,267547,0.709
73phk9uETdnNbnkzEBQmpe,繰り返す収穫,ZUTOMAYO,0.241,0.684,0.782,0.000229,11,0.078,-4.402,1,0.0403,99.944,4,234040,0.731
4M0rktmlJVIcIWUlOtPntQ,奥底に眠るルーツ,ZUTOMAYO,0.0992,0.783,0.637,0.000459,1,0.123,-5.857,0,0.037,90.017,4,263840,0.791
22EZUYCJYay1h8YSyO5BPd,MILABO,ZUTOMAYO,0.235,0.789,0.866,4.6e-05,6,0.0708,-3.374,1,0.064,126.975,4,269413,0.928
1X8frTk9CAPyDiJOOwMo2z,チューリップ,indigo la End,0.0451,0.657,0.761,0,6,0.321,-3.857,1,0.0304,125.97,4,275120,0.556
6Dmxt4rbi97c7sjoWRrJoj,帰ろう,Fujii Kaze,0.297,0.591,0.624,0,9,0.127,-5.926,1,0.0335,91.891,4,284480,0.335
2Nl3vx5qRnATIckVRZxb4T,何なんw,Fujii Kaze,0.394,0.633,0.729,0.000164,7,0.144,-7.113,1,0.13,89.851,4,320640,0.69
0f3Ce9xjHymExIpEyHUC8D,優しさ,Fujii Kaze,0.11,0.598,0.706,0,1,0.0925,-6.827,1,0.0491,133.847,4,240080,0.262
4EwKtJQT2ZHKzECGH3EjLx,青春病,Fujii Kaze,0.141,0.665,0.809,8.06e-05,1,0.322,-6.518,1,0.0443,108.04,4,321112,0.627
0MJ5wsGpqu0gTJkx53ewxc,osmanthus,whaledontsleep,0.0199,0.685,0.739,0,7,0.0882,-4.298,0,0.0895,123.034,4,140488,0.791
1ovMDjMtwyaURodfDtwOgZ,たとえたとえ,Ryokuoushoku Shakai,0.173,0.66,0.919,0,1,0.341,-1.451,0,0.0491,128.068,4,238746,0.766
6bsQqsm2EAztXE6kk6hR2s,閃光少女,Tokyo Incidents,0.000349,0.366,0.775,0.000256,11,0.123,-4.495,1,0.0549,167.91,4,177267,0.414
1RI9DeYuc16mTzr94zGjfC,アルペジオ,[Alexandros],0.00269,0.51,0.925,0.0126,1,0.31,-3.687,1,0.0585,107.982,4,231253,0.495
3DMz5XiVasCKSHXgYrSc9i,Wonderland,iri,0.325,0.724,0.829,0.000979,0,0.0855,-5.759,1,0.033,95.006,4,224787,0.528
6NKn02oJDkUkRa9IHbMe3n,不思議,Gen Hoshino,0.0512,0.753,0.574,3.71e-06,3,0.141,-4.57,1,0.0483,89.024,4,290000,0.527
4bMo9lJmh3jNTzfmfQ1YcL,ODDTAXI,スカートとPUNPEE,0.228,0.586,0.549,0,2,0.198,-6.939,0,0.184,180.008,4,203364,0.615
52RfEh76AVKPwtUtTV9ufl,Pale Blue,Kenshi Yonezu,0.206,0.688,0.457,1.51e-05,2,0.406,-8.635,1,0.0487,87.99,4,296547,0.445
3tw4Jysd48kMcKsdnGYLee,死神,Kenshi Yonezu,0.0349,0.807,0.653,9.08e-06,2,0.111,-6.308,1,0.0443,119.019,4,180760,0.939
2UkcZV07LP39NQg9tGBvnh,ばかじゃないのに,ZUTOMAYO,0.17,0.676,0.937,6.35e-06,9,0.341,-3.545,0,0.083,150.974,4,256440,0.739
3FUCuf498nFHJXFYR1V9Bd,三原色,YOASOBI,0.128,0.443,0.893,0,5,0.328,-3.496,0,0.154,127.999,4,224067,0.826
0wOkiindak4Dx5e4CuylaP,華奢なリップ (feat. ちゃんみな),Genie High,0.0934,0.607,0.722,0,2,0.285,-5.067,0,0.0335,125.061,4,268751,0.499
19DoAguq7yDD3n09TZaGIQ,シャミナミ,Genie High,0.0675,0.685,0.791,0,11,0.0767,-2.726,0,0.0336,129.966,4,226069,0.726
4Ms2FB2oo1y7giydhxcuJE,片目で異常に恋してる,Genie High,0.13,0.684,0.883,2.62e-05,8,0.316,-3.51,0,0.0456,131.925,4,255597,0.813
26jQE4o0tM9onEoI4ylGOV,Sanji Juunihun,TAKU INOUE,0.271,0.318,0.683,0,7,0.212,-4.469,1,0.222,178.149,4,192051,0.194
6dQ3lcQG2MuIQ0P7GSYQeJ,季節は次々死んでいく,amazarashi,0.105,0.545,0.897,0,0,0.209,-3.983,1,0.0409,90.517,4,338880,0.459
10Eyo4juZQFthKqlJgGMdp,怪盗,back number,0.407,0.636,0.847,0,7,0.295,-2.093,1,0.037,114.028,4,196226,0.8
45jGOHwYKgsRYbAJ8DR61d,ひまわりの約束,Motohiro Hata,0.188,0.523,0.445,0,10,0.18,-6.359,1,0.0329,78.957,4,308147,0.336
3ILmwMefYZoQh5Cf5jeuUQ,透明だった世界,Motohiro Hata,0.076,0.373,0.914,0,0,0.669,-4.185,1,0.0565,168.21,4,232360,0.56
1X1nr03YwYlwGxWHolbwzw,君の知らない物語,supercell,0.0138,0.432,0.907,0,9,0.112,-3.158,1,0.0452,164.937,4,339573,0.544
5KaplUYIDvsFe69z7UArVt,光榮之橋,YUZU,0.726,0.552,0.39,0,4,0.122,-6.914,1,0.0286,82.029,4,326600,0.194
4ewPCPyvbCfZ7mPUWw5f2D,Natsuiro,YUZU,0.0351,0.588,0.89,0,3,0.0851,-3.638,1,0.0428,120.141,4,202933,0.79
78L2lr1f8gmGKEBr17AGVq,NATSUMONOGATARI,YUZU,0.15,0.673,0.721,0,7,0.231,-5.551,0,0.0558,129.954,4,274474,0.803
185Wm4Mx09dQG0fUktklDm,ラブレター,YOASOBI,0.447,0.662,0.86,0,7,0.339,-3.534,1,0.0286,100.016,4,212401,0.69
7qx15AZKl2mz1DW1JBB6o1,はじめましての気持ちを,Daoko,0.435,0.735,0.687,1.05e-06,0,0.308,-6.083,1,0.0328,95.987,4,227193,0.724
3NbzrBPdMy3IeHSIpebvRr,1%,Wolpis Carter,0.328,0.708,0.754,0,7,0.55,-3.638,1,0.0424,112.029,4,224173,0.702
4X34YVOtNvldHeEt6aLYDW,花占い,Vaundy,0.0141,0.662,0.789,0,7,0.317,-7.634,0,0.0305,135.01,4,207556,0.881
222BlW44cS9nOM6C369IB2,アポトーシス,OFFICIAL HIGE DANDISM,0.047,0.463,0.691,0,8,0.115,-6.154,1,0.045,155.898,4,389707,0.379
3uw93CiI34uZlfk8ywep1e,大正浪漫,YOASOBI,0.122,0.657,0.926,0,1,0.263,-2.938,0,0.042,129.999,4,168462,0.881
58zXQUhb3NXbY2QjhRgTNL,さよならべいべ,Fujii Kaze,0.00185,0.61,0.884,0,9,0.342,-5.579,1,0.0426,132.042,4,260533,0.806
1MwOfRqCALxvx9keUhGCdV,黄色,back number,0.251,0.352,0.791,0,4,0.307,-3.27,0,0.0797,169.638,4,297997,0.511
7FpABRyv5TaZz0llkhjPgc,色香水,Yoh kamiyama,0.0686,0.613,0.857,7.93e-05,7,0.256,-5.272,1,0.0271,147.974,4,250792,0.698
7nWkch2lxmVbHOgKabM8qd,燃えよ,Fujii Kaze,0.00165,0.621,0.87,2.04e-05,0,0.346,-6.157,1,0.0436,137.994,4,279617,0.822
2rizK3oastlZwyoYwrcLgC,春はゆく,Aimer,0.186,0.397,0.427,0,5,0.0976,-6.954,0,0.0271,80.035,4,305387,0.227
2zjcMpfEkRy17HH7lDEFCH,I beg you,Aimer,0.00321,0.456,0.893,0,5,0.161,-2.825,0,0.0813,127.885,4,266387,0.478
00EQfGOekbgxED9Nwg0j8b,ANEMONE,Toiki,0.321,0.793,0.738,0,8,0.349,-6.468,1,0.463,110.566,4,142262,0.758
2WTiqqtE3MTnnHDSX9ggQQ,毒味,Tokyo Incidents,0.00241,0.576,0.878,0.0371,6,0.379,-3.833,1,0.0623,99.041,4,243680,0.621
7FL5iSLdKcersBgDiwijis,永遠の不在証明,Tokyo Incidents,0.0037,0.484,0.935,0.0359,11,0.305,-3.546,0,0.042,139.991,4,261440,0.707
4lEk6fyJu7LLPenqL0Raj5,阿修羅ちゃん,Ado,0.0629,0.628,0.942,0,1,0.315,-3.954,0,0.155,156.056,4,196285,0.65
0D2WKSVm1tosRJRE0rJWzf,Yoruwahonoka,Eve,0.00545,0.748,0.671,0,6,0.187,-5.96,1,0.06,119.033,4,192539,0.582
76yju4iyBSTei9zbEzIk3u,Gunjo Sanka,Eve,0.00121,0.465,0.893,0,3,0.0864,-4.124,1,0.0559,167.936,4,275265,0.551
68TwxeHi1pyFDRIKHxSArM,猫リセット,ZUTOMAYO,0.137,0.741,0.902,0,0,0.072,-2.28,0,0.0514,115.929,4,247100,0.935
0yzX8MYYJHw7A3PLvgEc7e,ツバメ (feat. ミドリーズ),YOASOBI,0.309,0.72,0.926,0,8,0.0761,-5.027,1,0.0297,104.997,4,217429,0.846
3F16pHyLskVyuAhZjyo3hm,suima,KANKAN,0.185,0.839,0.482,0,0,0.336,-6.039,1,0.0547,115.006,4,190693,0.661
06Dyf27hoaHiVugKgL7K2Z,もしも命が描けたら,YOASOBI,0.175,0.698,0.795,0.000752,10,0.158,-4.516,0,0.0337,99.987,4,201627,0.356
7v8wKvNQQIxkugCFFjrkaO,残響散歌,Aimer,0.000627,0.367,0.896,0,11,0.207,-4.002,1,0.091,170.863,4,184893,0.38
6ts1KCOudfDYXYfyWtq0k1,おもかげ (produced by Vaundy),milet,0.0258,0.488,0.638,2.24e-05,8,0.12,-4.502,1,0.058,207.906,4,188060,0.713
3k64vNcgYPkETG7TNgpW4o,裸の勇者,Vaundy,0.0127,0.442,0.888,0.000727,9,0.2,-5.747,0,0.121,163.032,4,201973,0.435
6ZiEWet0uFRwWBCEKCQ8rY,逆夢,King Gnu,0.442,0.204,0.708,0,1,0.319,-5.425,1,0.0458,83.443,4,307667,0.278
7ncPjJBktLEOpstY5JOUMK,一途,King Gnu,0.00723,0.5,0.964,6.2e-05,2,0.0557,-4.19,1,0.124,159.971,4,190607,0.662
6cvKfEw8rDcmXBslqSEC9G,ハート,Aimyon,0.543,0.661,0.448,0,6,0.0818,-5.761,1,0.0522,78.114,4,271280,0.299
4a7PpWQhMWEIePrVZuOUhj,ICHIDAIJI,POLKADOT STINGRAY,0.142,0.557,0.819,0,9,0.0747,-2.203,0,0.0617,141.914,4,261000,0.75
0UFmgncRMHavVzYxtpF0IZ,JET,POLKADOT STINGRAY,0.245,0.586,0.848,0,8,0.0992,-4.185,1,0.0967,130.168,4,284920,0.666
579avJHxDcaykcSea1kBNU,Telecaster Stripes,POLKADOT STINGRAY,0.0045,0.563,0.942,3.17e-06,5,0.32,-3.289,0,0.0476,142.019,4,233198,0.837
0LbiU2d9OhBPKnJrre1hO8,ヒミツ,POLKADOT STINGRAY,0.0528,0.475,0.941,0,7,0.521,-2.59,0,0.151,165.012,4,234253,0.669
14MdQVcH0BIMuZa3TOySmh,SHINOBI-NAI - 雫カリウタver.,POLKADOT STINGRAY,0.263,0.658,0.888,0,6,0.115,-4.889,1,0.0676,146.982,4,210573,0.686
1cvluyKT1Iw1NZGGUgQ8u4,Landscape,Ryokuoushoku Shakai,0.05,0.667,0.951,0,1,0.288,-0.997,1,0.054,130.011,4,231840,0.799
0UtSPZyW63m5ZHODCwhakB,アメヲマツ、,美波,0.214,0.561,0.872,0,10,0.151,-5.811,1,0.0418,149.936,4,294161,0.26
3oy9Y621WDsAXSAwJKSSZV,ずっとずっとずっと,Ryokuoushoku Shakai,0.132,0.679,0.904,0,10,0.106,-1.613,1,0.0431,127.976,4,229987,0.787
7iDC1sNnfChQhMmdBuZmBA,袖のキルト,ZUTOMAYO,0.265,0.749,0.813,0,9,0.0729,-3.045,1,0.0559,116.964,4,255173,0.658
1rdr5D1dSqbEmLa97l36NZ,POP SONG,Kenshi Yonezu,0.268,0.764,0.805,6.29e-06,11,0.937,-6.47,0,0.118,109.975,4,199187,0.834
2YbNZLoiREBYZo4HeKB8Np,ミスター,YOASOBI,0.0674,0.732,0.933,3.67e-05,1,0.202,-3.51,0,0.0548,119.971,4,187000,0.611
7C4pZa37R3hTIA4NWzbj9W,HERO,Vaundy,0.000749,0.555,0.789,0.000184,7,0.0974,-5.977,1,0.0475,110.021,4,200413,0.61
6megNXGjmim4OitjZnIn9v,春雷,Kenshi Yonezu,0.203,0.693,0.881,0,5,0.0553,-3.176,0,0.0383,124.006,4,288893,0.881
1dGF5ymTyBB2ZmOypkeU1F,veil,須田景凪,0.0281,0.559,0.873,0,0,0.185,-4.401,0,0.0543,150.055,4,209636,0.797
1vBxpWWhfTJUtlD1NeZkc1,MOIL,須田景凪,0.0685,0.428,0.779,0,0,0.0935,-3.281,1,0.0951,199.996,4,220282,0.712
4JK1kDUdH9RTBQrrSO1QfR,ベテルギウス,Yuuri,0.222,0.367,0.671,0,5,0.494,-4.604,1,0.0478,179.833,4,230600,0.691
14QNjDBXGCwEzJZUKkiTem,まつり,Fujii Kaze,0.00758,0.661,0.737,0.0408,1,0.293,-7.307,1,0.0349,97.021,4,225924,0.325
5dwkmgutIFdurpXlzEyCtB,心という名の不可解,Ado,0.05,0.573,0.884,0,0,0.289,-3.873,1,0.113,152.0,4,269893,0.595
5WaSJKCZhmRZ8Pxn1oTjA5,永遠のあくる日,Ado,0.49,0.556,0.387,0,9,0.155,-5.883,1,0.0287,145.013,3,246333,0.259
1JZzHknloPq52ewELjg4g4,Taikutsuwo Saienshinaide,Eve,0.0379,0.674,0.723,0,9,0.114,-5.6,1,0.0567,121.948,4,228729,0.557
4q1gTFIxHFRQKICbIuVH8C,Avant,Eve,0.00229,0.491,0.791,0,6,0.0843,-3.953,1,0.0442,92.935,4,206685,0.58
2fb7o7kHcybamAnIviWfzz,Aisai,Eve,0.0159,0.626,0.829,0,5,0.173,-6.897,0,0.0458,131.984,4,256213,0.629
33l85q7YTdJGn7PrR3LU8G,Sleeping town,whaledontsleep,0.501,0.661,0.638,1.12e-05,7,0.109,-7.044,1,0.0729,170.038,4,197068,0.283
153lRbNmhQZVi69kbhmjY8,ヒッチコック,ヨルシカ,0.285,0.547,0.796,1.05e-06,1,0.0487,-3.785,1,0.0368,169.901,4,222814,0.797
4ELSoW5BZzs7rV8ac0Cpit,MoonWalker,yama,0.0251,0.545,0.857,0,11,0.044,-3.393,1,0.0635,133.018,4,214009,0.639
0o7ArBihcyH8nv4Bhfb2uM,Haru ni yuraredo kimi omou,kobasolo,0.0142,0.612,0.939,8.59e-05,1,0.118,-2.427,1,0.0689,149.007,4,253481,0.694
0R8JLNP107Hr7V7lL9oh13,ミラーチューン,ZUTOMAYO,0.357,0.704,0.933,0,0,0.353,-2.383,0,0.0863,127.965,4,249273,0.895
02xwA3Ej9NPetftp9V7VZ3,好きだから。,『ユイカ』,0.239,0.607,0.498,4.04e-06,0,0.313,-6.363,1,0.0311,164.993,4,298664,0.714
