ID,曲名,作曲者,音響的な特徴,ダンスに適しているか,エネルギーの強さ,インストゥルメンタルか,キー,ライブ録音か,音量,モード,音声の存在,テンポ（BPM）,拍子記号,再生時間（ms）,ポジティブさ
4qTL2PHOvU5ktWDKyg74Rl,sabotage,Ryokuoushoku Shakai,0.0151,0.497,0.971,0,3,0.139,-0.625,1,0.0862,161.984,4,241280,0.425
7zMrbqYjUfVVXdXopDm5fS,シャンパンになりきれない私を,Shiggy Jr.,0.155,0.718,0.9,0,0,0.275,-2.406,0,0.0442,127.989,4,253067,0.889
0kR7I9xUOsTUcMBNdDnNxY,NEW,The Winking Owl,0.0143,0.512,0.966,0,9,0.151,-1.976,1,0.128,158.063,4,235767,0.328
50sco82I5hWBzGA3RGSny8,Try,The Winking Owl,0.0119,0.537,0.973,1.27e-06,9,0.255,-1.598,1,0.159,145.991,4,204933,0.506
1s7jkGefS6JqmCV4LghUtz,IMPULSE,Club2Tokyo,0.16,0.584,0.884,6.92e-06,11,0.428,-4.889,0,0.131,127.669,4,203375,0.91
27MVvs7ErNpl81dkwwNS5i,1LDK,Reol,0.000565,0.672,0.914,0.000654,2,0.0957,-3.982,0,0.0295,112.018,4,234533,0.421
5rUnfSw7X5IaslBqm7IveV,夜桜,SEKAI NO OWARI,0.786,0.642,0.329,2.04e-05,2,0.124,-10.778,0,0.0269,109.438,4,230096,0.331
4rCulqb4ESDihQsfcjI3qo,YOKOHAMA blues,SEKAI NO OWARI,0.188,0.736,0.8,3.4e-06,6,0.282,-5.493,0,0.0425,95.055,4,292515,0.791
2v0KcIpe8Fum84c7CMTMzE,Mr.Heartache,SEKAI NO OWARI,0.0484,0.563,0.755,2.42e-06,1,0.245,-6.349,1,0.0586,128.052,4,309355,0.486
0eOnoSM8TF0CoJc6fF8rVP,Nemurihime,SEKAI NO OWARI,0.186,0.342,0.817,0,10,0.104,-5.213,1,0.0488,97.465,4,331240,0.398
5eTHocLVvzM8BC5Mfbpbgs,RPG,SEKAI NO OWARI,0.0257,0.492,0.937,0.0164,4,0.185,-3.496,1,0.0554,134.978,4,291347,0.458
3kXV5d6PXZvNxs3SQ02yWD,RAIN,SEKAI NO OWARI,0.206,0.527,0.741,1.16e-06,8,0.299,-3.855,1,0.027,97.938,4,310293,0.5
1qNskrrkQNbWMHrUc1EuqI,Illumination,SEKAI NO OWARI,0.0299,0.427,0.656,0,10,0.0658,-4.504,1,0.0302,146.923,3,266181,0.376
7vESXueNhDyXpmLuzOHLhQ,雨夜の月,The Floor,0.0013,0.291,0.882,0,11,0.0883,-1.682,1,0.0544,78.56,4,211853,0.633
59pses2U754KBWlijuWSpL,Shadow,The Floor,0.000359,0.502,0.908,2.78e-06,3,0.0633,-1.759,1,0.0532,126.968,4,251080,0.638
2JY4tbfUERXveQxv6wTFFv,どろん,King Gnu,0.303,0.579,0.945,0,8,0.318,-1.669,1,0.0474,120.057,4,182853,0.576
1jtBcfrVYDtykjyM66hroR,Teenager Forever,King Gnu,0.0676,0.498,0.92,0,0,0.342,-3.546,1,0.109,114.901,4,189080,0.702
0q5UAd2D2ZC8lGZcKXdyEg,ユーモア,King Gnu,0.805,0.729,0.731,4.6e-05,10,0.242,-6.325,0,0.0911,105.06,4,207427,0.737
0oWEKdOaSIKqI5uzxvXs1u,Overflow,King Gnu,0.183,0.729,0.896,0,1,0.336,-5.378,1,0.074,120.038,4,201427,0.848
6Ea33AvEANARkK2QduzhRm,飛行艇,King Gnu,0.0711,0.475,0.841,0,1,0.358,-2.94,1,0.0446,79.93,4,260893,0.469
3Wd77Otk0TehAnlvKaDAaG,Teenager,mol-74,0.0428,0.592,0.822,0,2,0.0611,-6.002,1,0.0311,125.998,4,279507,0.612
0yy8QwH9OOgeF3CBeUDguR,ODD FUTURE,UVERworld,0.015,0.694,0.795,0,0,0.114,-4.649,0,0.0924,128.036,4,225907,0.556
5JbDjrUQjHtJddQ8Ze7PLg,Don't you think (feat.ロザリーナ),THE ORAL CIGARETTES,0.0395,0.485,0.838,0,7,0.0809,-4.391,1,0.0278,90.009,4,258815,0.606
1CiHjA3EVaYCVJ3oXURHvk,Shine Holder,THE ORAL CIGARETTES,0.00253,0.624,0.933,0,7,0.0833,-3.153,1,0.0648,134.981,4,229667,0.847
7keXn03cJGLEIRYq4zy95T,VISION,frederic,5.17e-05,0.706,0.87,1.39e-05,11,0.227,-5.684,1,0.0406,134.013,4,251726,0.808
6JvTALsRTxrbSjYtn5wV5h,デタラメ,あさぎーにょ,0.394,0.775,0.66,0,6,0.283,-4.371,0,0.0321,125.041,4,228480,0.762
7D4x5MuJjfbglXbUPVEqk5,Now's the time(New Feeling),the chef cooks me,0.0843,0.631,0.645,0,2,0.134,-5.339,1,0.0586,87.996,4,269360,0.62
6EfsZW2pPBBDkiBMTGglEi,光線,Ghost like girlfriend,0.101,0.636,0.744,0,0,0.0912,-3.799,1,0.0291,133.994,4,208333,0.486
04aZ00TLGBv6ieHLbtQEOB,どうせなら雨が良かった,DADARAY,0.0437,0.618,0.871,0.000418,6,0.306,-2.471,0,0.0336,140.019,4,232933,0.701
32L14FL3P4WZ4jvdcJnTcq,白く塗りつぶせ,琴音,0.0247,0.577,0.608,0,8,0.278,-5.573,1,0.0484,185.982,4,177452,0.529
23huuSJab3kHnfSxpoBLJB,まだ見ぬ今日が 未知なる明日が,琴音,0.0549,0.662,0.672,0,1,0.27,-6.73,0,0.0264,146.977,4,188341,0.784
5V2YUEGpeBT5OeZO8XfN58,ここにいる,Aiobahn,0.0949,0.722,0.888,6.41e-06,6,0.583,-3.935,0,0.0463,125.957,4,249524,0.494
6qdHJU0E8tEz2Ba7w8Nfyt,煙,Sangatsu no Phantasia,0.0378,0.593,0.802,0.0012,1,0.129,-4.569,1,0.0331,140.037,4,230934,0.625
5fTf786yIF58jVPOXXODCj,kite,Ohashi Trio,0.949,0.49,0.23,8.06e-06,1,0.111,-13.188,1,0.0303,178.029,3,266853,0.363
7DjXrf62lNoIybUhFyvRHP,グリム,majiko,0.0296,0.539,0.805,0.00261,1,0.173,-4.764,0,0.0364,159.952,4,251400,0.53
58X4wUJGWNUkNecaez9Ith,ユキコイ,MIREI,0.237,0.731,0.729,0,7,0.353,-4.294,0,0.0378,122.948,4,248280,0.347
7fAQVyHz6Tf2NlbTAUORi9,sayonara,MIREI,0.151,0.556,0.727,0,6,0.179,-4.78,1,0.03,150.037,4,320040,0.342
1rGjSXTaLfX0BFpWr3CxWh,はたらくうた,Kana Adachi,0.172,0.707,0.703,0,6,0.321,-5.263,1,0.0298,123.021,4,279373,0.45
4RDy6zlwAFeMGGKeeJTwUA,Daydream,深根,0.902,0.591,0.453,0.0012,11,0.0759,-9.002,0,0.0344,171.817,4,225082,0.297
7aQGSKqTwSLDH2JRtv6tbI,あなたに会えて,COALAMODE.,0.272,0.589,0.826,4.53e-05,8,0.171,-3.647,1,0.0341,85.023,4,269667,0.724
2dEFuiICxAJl1dz8NhYFYB,トゲめくスピカ,POLKADOT STINGRAY,0.172,0.564,0.844,2.19e-06,11,0.413,-4.437,0,0.077,140.086,4,279533,0.823
2AHzYgm7zjRzHxYw4QYwPc,夢が夢じゃなくなる日まで,Jewel,0.0619,0.623,0.91,1.56e-06,11,0.379,-3.814,1,0.0874,131.032,4,245973,0.345
0Ul6ZTwCB2pbb190EeMjl3,テレパシー,恋ステバンド「Lilac」,0.0747,0.54,0.935,1.28e-06,6,0.149,-3.743,1,0.0737,159.998,4,293652,0.518
3Wy9HULLMQkSMcyQ0NwjeV,アニバーサリー,FUKI,0.153,0.62,0.601,0,0,0.351,-4.062,1,0.0281,90.004,4,350667,0.428
4fX3u2zIoOYZA1ddyhcFve,バク,edda,0.206,0.557,0.639,1.4e-06,2,0.1,-6.886,1,0.0277,139.98,4,205520,0.356
5PxeTrqA7NBjoWoFzAVMAZ,Restart,Miyuu,0.101,0.772,0.717,0.0156,6,0.0983,-5.96,1,0.0261,113.006,4,257133,0.655
3HbBkX6KvdEfhdXqFg5wvc,夢の途中で,大原ゆい子,0.00915,0.611,0.732,0.00346,8,0.0944,-4.44,1,0.0619,154.95,4,218120,0.818
0l1C3ziMLLkZ1mSAStmcLQ,キミじゃなきゃ -CRY Version-,FUKI,0.439,0.479,0.728,0,7,0.266,-2.548,1,0.0532,159.97,4,323250,0.49
75ymBVrb1E2f0s8QLlkdAJ,どこでもスタート,まいきち,0.0675,0.591,0.959,5.44e-06,1,0.0979,-3.152,1,0.0678,171.927,4,206760,0.747
4cFgi8zsMskeb7XVdkr6Ym,DOKI DOKI,EDOGA-SULLIVAN,0.0254,0.722,0.656,1.61e-06,11,0.293,-5.118,0,0.0429,139.001,4,204178,0.814
5ElKVXcF0Nhcd0PW3O1Pfz,DOGMA,Hikaru Yamamoto,0.0112,0.64,0.939,2.18e-05,11,0.0982,-3.711,0,0.0595,139.928,4,221584,0.882
4b8i1yTMSG7HsrTjE7lFMv,No Scenario,Maaya Uchida,0.00642,0.497,0.933,3.13e-06,11,0.0841,-2.902,1,0.058,161.065,4,271267,0.691
3W63bt8qX9qORX6Tk45Dik,楽しもう,フレンズ,0.00885,0.422,0.789,0,11,0.115,-4.425,1,0.0938,201.047,4,247107,0.691
28sPGUEaO6RbXD1IhcaJzs,ココダケノハナシ,Ratrium,0.807,0.784,0.473,0,4,0.236,-7.453,0,0.0493,143.916,4,183253,0.549
5yak1LjlIZKKRowDR8uYR3,Drawing!,Lucky Kilimanjaro,0.0959,0.839,0.602,0,1,0.0658,-5.85,1,0.0511,118.975,4,198134,0.664
5gmoVbsb9inh7FzT2cMZnv,STAYIN' ALIVE,JUJU,0.151,0.623,0.97,0,7,0.243,-3.536,0,0.0776,156.069,4,227760,0.905
3nVNebPEhKrE3V3CLgGO5x,ノスタルジックレインフォール,CHiCO with HoneyWorks,0.152,0.606,0.905,0,7,0.0441,-3.054,1,0.0744,165.044,4,238000,0.616
7C8zDcBTD0HtYAnolSRZm3,Dropout,SEKAI NO OWARI,0.691,0.533,0.681,0,4,0.465,-4.148,1,0.0357,124.102,4,241413,0.35
6ytuEFYlmuTFTKNbyAF7y7,Who I Am,miwa,0.401,0.603,0.748,0,3,0.192,-4.745,1,0.042,120.014,4,248836,0.608
4guCIAQ11WL2oHDyRAPm1p,Refrain Boy,dj-Jo,0.00471,0.363,0.959,0.00092,1,0.304,-1.988,1,0.18,94.185,4,207161,0.498
55Za7bZ9ukyFsnA2I7cR0b,Sparkle,iri,0.00207,0.583,0.871,0,4,0.0847,-5.836,0,0.0647,183.908,4,255027,0.801
1sAg8Mb3Mt0g9bAtSOquEG,#時をめくる指,下村陽子,0.308,0.511,0.579,0,2,0.0566,-5.846,1,0.0319,135.885,4,197813,0.506
6hCGXCLh2x5SVBl3WZvur4,くつひも,斉藤 朱夏,0.00136,0.629,0.8,0.0162,8,0.307,-3.604,0,0.0308,104.977,4,250800,0.668
6V8sAWmsVA9pOP3EtcQTdX,Chiisanahibi,flumpool,0.116,0.612,0.848,9.03e-06,6,0.322,-4.806,1,0.0436,122.988,4,240028,0.697
7s2Ky9EXDRjkaUW1VuyTdt,NEW DAY DREAMER,flumpool,0.000124,0.548,0.936,0.000612,0,0.371,-4.426,1,0.0525,135.031,4,282632,0.619
2CB0oZGJO1CIyQMublxPIz,Subarashiki Uso,flumpool,0.000405,0.539,0.756,0,8,0.0588,-6.399,0,0.0569,155.98,4,224073,0.8
1cf7XYOKM0FW2K2zpyFFGC,Help,flumpool,0.0314,0.556,0.863,0,11,0.102,-5.403,1,0.0641,121.933,4,286997,0.354
3LlamOIVTlCI2MGnaGNFOa,Never Mind,flumpool,0.00763,0.571,0.81,0,1,0.0835,-4.681,1,0.0415,125.041,4,231732,0.707
1gQIs4zN15YJhzl4Ytkha6,全部アナタのせいなんだ,I Don't Like Mondays.,0.161,0.823,0.649,1.37e-06,0,0.11,-5.786,1,0.0344,119.969,4,230039,0.471
1eIl9qFUGihchPAfSF258T,One in a Million -奇跡の夜に-,GENERATIONS from EXILE TRIBE,0.074,0.746,0.805,0,10,0.0548,-4.499,1,0.0683,144.983,4,222932,0.843
3S2WreA1T6aMw9eQDNqn2z,また、アシタ,GENERATIONS from EXILE TRIBE,0.0738,0.492,0.672,0,2,0.177,-5.701,0,0.0335,149.975,4,271800,0.257
6CTH7f1xm03ABnpEKBstRo,DREAMERS,GENERATIONS from EXILE TRIBE,0.162,0.515,0.775,0,8,0.361,-4.612,1,0.0871,176.002,4,273500,0.613
18mEUYvJwXBn1XzG0y5HWi,SLIDE SUNSET,AliA,0.000904,0.54,0.826,0,8,0.113,-5.248,1,0.0341,130.027,4,297861,0.528
5uPLCZ1Kw9Sva8Ghb56s8R,happy birthday?,AliA,0.000836,0.44,0.948,0.00413,6,0.0969,-4.978,1,0.0662,160.06,4,283739,0.437
7sO3e9QfP9cqtQ4KD2JrfV,夏のまぼろし feat.ま に こ,H△G,0.737,0.64,0.439,1.04e-06,2,0.137,-6.901,1,0.0256,132.956,4,233733,0.487
4dAz4jiR9gTStophObwhUI,もっともっと遠くへ,H△G,0.0632,0.595,0.855,1.77e-05,9,0.287,-2.767,1,0.0285,137.871,4,268627,0.626
2Wt4F4v9ZNwZaQdssak3c2,宵待ち花火,H△G,0.105,0.607,0.79,0,10,0.0954,-5.07,1,0.0303,137.991,4,237027,0.644
6cNgp9mGP3fBYk7uh8sz3V,僕らはみんな生きている,H△G,0.108,0.578,0.831,6.09e-06,7,0.14,-4.075,0,0.0293,135.974,4,257987,0.648
3SNczkrn6bUm6zZM8i5XDe,Shout Baby,Ryokuoushoku Shakai,0.033,0.475,0.881,0,7,0.0513,-1.846,1,0.0407,180.05,4,265987,0.582
0QtfHgkCb0ythaAV3iLgmr,僕は今日も,Vaundy,0.292,0.569,0.547,4.51e-06,7,0.226,-6.506,1,0.0347,140.002,4,326571,0.267
3j7gjKmwraazOQyoibP5PA,人生の針,Gesu No Kiwami Otome,0.0365,0.664,0.84,5.98e-06,6,0.164,-5.444,1,0.0348,127.042,4,246219,0.849
0LQX21gv1drPrl0GbjhDky,私以外も私,Gesu No Kiwami Otome,0.315,0.655,0.56,0,0,0.0944,-6.277,0,0.032,150.092,4,235816,0.85
7EhTo1GGNtNsqeErXTrmab,Prime Numbers,Leo Ieiri,0.00577,0.536,0.854,0.000158,0,0.227,-3.187,1,0.0336,96.993,4,224413,0.357
27645QRRM9MpLWkqjqvTa8,Bicolor,Leo Ieiri,0.0558,0.682,0.828,6.68e-05,9,0.223,-5.561,0,0.0476,134.831,4,292093,0.432
21LBEPei8BoGUMgpRwhErH,透過夏,Guiano,0.114,0.766,0.714,1.04e-05,6,0.0872,-8.147,1,0.0357,118.014,4,191695,0.658
6rBeehxRHsI2oglVUsmsry,タイムリミット,MACO,0.218,0.69,0.759,0,6,0.22,-5.216,0,0.0323,118.978,4,282167,0.695
6Tgha7pBEVF6pkjlQshxqt,ユートピア,Dannie May,0.063,0.846,0.537,0.00117,1,0.271,-9.509,1,0.0416,132.007,4,196424,0.779
4FZcuBGOjwjr8RMghXgiTH,EndlessSky,HIRAIDAI,0.144,0.694,0.697,0,7,0.0889,-5.228,1,0.0302,124.973,4,232679,0.672
3LPLfXuotB7yfXxK25YC7T,Beautiful Journey,HIRAIDAI,0.297,0.734,0.714,0,2,0.402,-5.097,1,0.0358,124.042,4,257776,0.685
1twVnGu1kyEW13KUhFnCtw,Tokyo Love in the Air,HIRAIDAI,0.806,0.858,0.612,0,0,0.0553,-5.453,1,0.0626,129.017,4,217342,0.914
6hVThNX3Z0TJJ67Bj6VW24,クローバー,Maaya Sakamoto,0.0626,0.441,0.913,0,5,0.177,-3.628,1,0.0491,168.009,4,269867,0.608
5bTgpL0eRxUX8BLl0ZlGpL,リブート,miwa,0.0223,0.629,0.804,0.000565,6,0.0729,-2.546,0,0.0573,139.842,4,242053,0.581
1McVhmCk8l07LIIdlIpqTF,Night Cruising,SPiCYSOL,0.0375,0.69,0.876,0.00102,1,0.343,-4.814,1,0.0695,129.994,4,188767,0.615
74AUxJTtz3qEiHWeNhrfnZ,After Tonight,SPiCYSOL,0.246,0.641,0.652,0,7,0.0782,-5.926,1,0.0469,95.981,4,206400,0.195
418GyjRMzrMsjJpRj1KLhh,Girls Don't Cry,POP ART TOWN,0.169,0.812,0.736,3.71e-06,1,0.0728,-4.7,0,0.0788,126.997,4,267339,0.91
5MhzSEtIbEAxgRCAgsLHGI,不可思議スウィート・トゥーフ,Kotaro,0.0148,0.621,0.774,1.46e-05,9,0.0571,-6.218,0,0.0363,92.019,4,279568,0.854
2UIvRUuhEHNbDVGRJxyMvq,Sweet night,POP ART TOWN,0.00225,0.742,0.89,0.000114,5,0.0563,-4.151,1,0.0392,122.005,4,264533,0.754
3R19lcZUchX4Hl8XihoR3m,スターゲイザー,POP ART TOWN,0.0449,0.662,0.839,3.53e-06,6,0.168,-3.185,1,0.0415,132.05,4,228592,0.67
7mVlPqMcXliICx5Cr3dfG3,VITE,Rhythmic Toy World,0.00333,0.343,0.971,0,8,0.276,-1.25,1,0.13,180.049,4,241403,0.598
0SC7Q1thOEs4rsl9GbLVkg,Inuka catka de shinumade kenkashiyou!,OFFICIAL HIGE DANDISM,0.00237,0.59,0.805,0,0,0.246,-3.853,1,0.0399,120.003,4,220680,0.769
05zNRJaMNY6q4Sd9Lpsak2,グッデイ、グッナイ,dramastore,0.0948,0.345,0.963,0,4,0.367,-2.999,1,0.0935,184.033,4,238719,0.595
3nQ0KEIfiXpO7CaawPcMrL,Downtown,yama,0.00364,0.394,0.923,2.03e-05,11,0.0935,-5.176,0,0.138,200.256,4,208805,0.655
4jJLmV0hmqjpOoSi5JQXw8,Honeys,SOMETIME'S,0.0157,0.614,0.785,4.03e-05,7,0.0826,-6.273,1,0.0542,124.983,4,219725,0.559
1Ths9vdi1M3QLpbr2GsrC5,セントライト,BIGMAMA,0.00112,0.492,0.95,0,2,0.327,-4.424,1,0.0893,170.06,4,225233,0.555
7e2OIxGaalpjjIPc7humzS,未来になれなかったあの夜に (Long Edit.),amazarashi,0.00226,0.586,0.76,0,6,0.0912,-4.606,1,0.0346,121.972,4,432120,0.218
5VsBiJRPZjDmPcQPHO3N6j,i,POP ART TOWN,0.013,0.671,0.956,1.06e-06,6,0.108,-3.774,0,0.147,141.927,4,266619,0.748
1IOZ9nU6TMnP9HUai7hdls,熱帯ロマンス,POP ART TOWN,0.00262,0.707,0.834,0.00433,0,0.23,-3.286,0,0.0452,141.983,4,229342,0.875
5SsPAOA11rQQdV4hSeOlpI,春ひさぎ,ヨルシカ,0.00722,0.626,0.871,0.00229,0,0.182,-4.116,1,0.0673,95.007,4,217733,0.483
1gUAX2ImxDsB3YDcyxMXlB,カワキヲアメク,美波,0.0122,0.541,0.846,0.000149,6,0.163,-2.729,0,0.0551,129.138,4,251933,0.524
3WePQc3e2le4Vmh5W2idln,ライラック,美波,0.00325,0.505,0.933,0,0,0.246,-2.602,1,0.0651,135.006,4,302667,0.531
4FAUrZ8wdf8mV202FcEgn6,ホロネス,美波,0.0101,0.316,0.807,0,5,0.23,-3.345,0,0.0382,102.333,3,317067,0.33
4cecxfR44krxQZ527CVGJ1,アウトサイダー,Eve,0.017,0.526,0.885,0,6,0.146,-2.189,0,0.0654,171.927,4,207647,0.848
6etVkKF8FAy4jXcSl8jlEO,東京フラッシュ,Vaundy,0.00255,0.628,0.634,7.24e-06,2,0.0456,-5.508,1,0.0322,97.99,4,258859,0.606
7tGDXCPLpAScEwmqab9YZd,Walking with you,Novelbright,0.00585,0.422,0.969,0,7,0.533,-0.824,1,0.0591,92.524,4,223187,0.496
6F0aYmicNttntvth7FXQEx,猫 〜THE FIRST TAKE ver.〜,DISH//,0.564,0.641,0.576,0,8,0.114,-6.772,1,0.139,77.005,4,273233,0.622
5gZkspRLEDGfqKKKlW0zcv,パプリカ,Kenshi Yonezu,0.303,0.758,0.554,0,2,0.126,-7.249,1,0.0412,103.003,4,202667,0.459
3DsNdDIj0sJHBuXIlcPPyz,Flamingo,Kenshi Yonezu,0.165,0.76,0.668,0,7,0.0917,-6.0,1,0.0546,114.075,4,196387,0.913
5aHfGUxRec6c41luxkDqhX,ピースサイン,Kenshi Yonezu,0.00221,0.593,0.935,0,10,0.315,-3.853,0,0.0684,100.003,4,238533,0.618
5BC6kr6etk2Y9J62AyI4i3,青と夏,Mrs. GREEN APPLE,0.00157,0.31,0.891,0,4,0.284,-1.66,1,0.0469,184.886,4,270027,0.748
19op3QHIz9Aq5VdwsASXIz,馬と鹿,Kenshi Yonezu,0.0978,0.643,0.447,0,3,0.286,-6.411,1,0.0256,91.019,4,265333,0.676
2vOAHp8PBBFYqvQUWSoITY,インフェルノ,Mrs. GREEN APPLE,0.00894,0.533,0.918,0,4,0.643,-2.095,1,0.0616,92.504,4,211600,0.662
0jWVUKsIoyo3zw64RaEWYg,マリーゴールド,Aimyon,0.0452,0.545,0.745,0,2,0.0907,-3.098,1,0.0286,106.094,4,306627,0.413
0sSG83UxY15ft1E2N9THYF,今夜このまま,Aimyon,0.0254,0.441,0.852,0,1,0.0862,-3.595,1,0.0383,104.855,4,238093,0.64
3SjtQBle9ChDYCjJzWQkaY,宿命,OFFICIAL HIGE DANDISM,0.0155,0.596,0.596,0,5,0.104,-5.62,1,0.0323,82.049,4,281067,0.508
01IZAuQsBO00iLKFO9LsFf,君はロックを聴かない,Aimyon,0.00135,0.524,0.687,0,7,0.169,-4.039,1,0.0267,99.919,4,246307,0.619
7GYGVDPbi0zQUBIkuOPAY0,ハルノヒ,Aimyon,0.263,0.591,0.673,0,9,0.109,-2.445,1,0.0294,106.956,4,326867,0.525
0PUoNLjLtrSCNwIvvbERS2,愛にできることはまだあるかい,RADWIMPS,0.362,0.536,0.403,0,9,0.292,-6.38,1,0.0335,141.551,4,414467,0.246
2gzApyJhCWVdTRxL9HB1EO,アイノカタチ,MISIA,0.0218,0.548,0.65,0,6,0.132,-6.086,1,0.0261,90.038,4,266333,0.291
3S3DDZrPOYTirleXRyHnNM,イエスタデイ,OFFICIAL HIGE DANDISM,0.0442,0.541,0.8,0,6,0.398,-3.687,1,0.0382,129.939,4,299164,0.56
5dXmu23mCf9FYJaqR8ZMnk,クリスマスソング,back number,0.127,0.392,0.711,0,4,0.118,-3.259,1,0.0327,153.957,4,340720,0.412
7H6ExpY3qhU7k022nUH66Z,新宝島,sakanaction,0.00239,0.511,0.913,0.0298,7,0.171,-3.948,0,0.103,157.998,4,306120,0.476
0XvOvUbvflmXxU8yqnF8Cp,Stand By You,OFFICIAL HIGE DANDISM,0.00423,0.593,0.849,0,1,0.229,-4.833,1,0.0439,154.074,4,256344,0.541
7BwkDMUfGl0yttRXS13SAO,ロマンチシズム,Mrs. GREEN APPLE,0.00505,0.606,0.881,0,10,0.0412,-3.141,1,0.0647,125.479,4,213747,0.886
7a7EIFzJLd7lcDRgThMQgm,Wherever you are,ONE OK ROCK,0.0286,0.379,0.69,0,4,0.335,-4.79,1,0.0549,173.716,4,295600,0.288
5bUWFHUTbXQcmqI6vWL62j,グランドエスケープ,RADWIMPS,0.243,0.566,0.534,8.28e-05,4,0.116,-7.414,1,0.0356,146.033,4,339160,0.4
7swIKcU4tFRk4iFJpi12Fg,小さな恋のうた,MONGOL800,0.00465,0.403,0.87,0,11,0.139,-1.871,1,0.0474,115.398,4,222520,0.549
4GqO80eGXA542oTvlYv4LS,ハッピーエンド,back number,0.0379,0.378,0.654,1.93e-06,6,0.141,-3.327,0,0.0359,77.907,4,314280,0.334
2H3bOGOE50qEo5wAYoJiwL,貴方解剖純愛歌〜死ね〜,Aimyon,0.0028,0.422,0.918,0,7,0.0409,-3.347,1,0.069,168.029,4,266520,0.469
3u0e8pyoVc7l2u3T5thohY,空の青さを知る人よ,Aimyon,0.18,0.574,0.714,0,7,0.31,-1.969,1,0.0329,107.985,4,304933,0.633
3eJgra1QqTeQ32Wepfqbqt,HANABI,Mr.Children,0.159,0.635,0.761,0,1,0.138,-5.581,1,0.0266,112.015,4,342787,0.585
33w7LgNJIuhs5dhSYZ0do1,Departures 〜あなたにおくるアイの歌〜,EGOIST,0.493,0.473,0.431,0,2,0.0752,-8.172,1,0.0305,143.862,4,255013,0.283
7gXJJFlckotAkt2Iv4rLBh,透明人間 - アルバムバージョン,Tokyo Incidents,0.0129,0.567,0.809,0.00821,2,0.0562,-4.82,1,0.0365,163.068,4,270200,0.898
6z1TvLTR0oOsWSJfDrERmj,言って。,ヨルシカ,0.00745,0.608,0.749,0.000297,0,0.0366,-4.605,1,0.0536,180.014,4,242182,0.821
488BRQDxWjQvasYBSnlf53,海の幽霊,Kenshi Yonezu,0.721,0.518,0.397,3.27e-06,9,0.126,-10.249,1,0.0386,89.897,4,234467,0.177
10mmoWFRBG9mlLekSWYzWT,未完成,Leo Ieiri,0.163,0.66,0.722,0,7,0.306,-3.525,1,0.0344,90.116,4,240547,0.425
1rd3RSjrOShIUG8rG9FvDI,感電,Kenshi Yonezu,0.107,0.633,0.723,0,8,0.0818,-5.733,0,0.143,103.101,4,264533,0.688
3NP2nqAgMELIV3MAhrFNMx,猫,DISH//,0.113,0.505,0.769,0,3,0.0828,-5.326,1,0.0363,154.046,4,276040,0.537
4wel6DQu0dMVBRVn2ZTPoy,白日,King Gnu,0.562,0.605,0.891,0,1,0.322,-3.242,1,0.115,93.011,4,276373,0.697
3FUqp10RhCmMjyyB9extmo,花に亡霊,ヨルシカ,0.573,0.646,0.45,0,4,0.0768,-6.628,1,0.0482,90.01,4,241227,0.413
6gNPjYLH4K4m81vE0gotPk,サンキュー神様,SUDA MASAKI,0.0757,0.607,0.798,0,10,0.123,-3.095,1,0.0343,115.01,4,242000,0.532
2jdbZGFp8KVTuk0YxDNL4l,高嶺の花子さん,back number,0.066,0.54,0.923,0,9,0.124,-2.838,1,0.0623,137.977,4,294813,0.343
3QIAwtEEDOrv0g5NKCGrXZ,花束,back number,0.0178,0.519,0.713,0,2,0.353,-3.612,1,0.0324,159.963,4,286053,0.505
0hIc8aKWVFAnQ6asXfuEEn,Okinimesumama,Eve,0.0496,0.607,0.841,4.39e-05,1,0.0628,-1.704,0,0.0513,142.989,4,246713,0.822
3xf3Ji3kDHH62sYK662mwS,赤の同盟,Tokyo Incidents,0.00595,0.403,0.917,0.00217,7,0.105,-3.838,1,0.0825,169.656,4,249768,0.399
4eNcXlHIwjbAF11eNtQgtY,HELLO,OFFICIAL HIGE DANDISM,0.000764,0.525,0.883,0,1,0.37,-4.335,0,0.035,126.969,4,280453,0.538
76MOvmVWZsgqmkueMkasRl,I LOVE...,OFFICIAL HIGE DANDISM,0.017,0.54,0.705,0,9,0.225,-5.236,1,0.0543,172.029,4,282027,0.386
1jRzgG95ntrmDUyh2oMwbR,パラボラ,OFFICIAL HIGE DANDISM,0.00175,0.564,0.765,0,0,0.332,-5.484,0,0.0328,124.007,4,301060,0.353
3JdeDiWCJW7KFLr58GHrSQ,傘,King Gnu,0.374,0.709,0.88,0,10,0.0459,-4.322,1,0.0487,105.084,4,203213,0.687
6FMelWDNGnYBva29R4d0tq,Prayer X,King Gnu,0.423,0.527,0.752,0,8,0.181,-6.006,0,0.28,174.114,4,195227,0.542
0ve9Tpz8Yw0I4eXhWsy21o,ワタリドリ,[Alexandros],0.00141,0.508,0.964,0,9,0.197,-4.077,1,0.0831,134.982,4,248707,0.609
19kF4PkH9RmZlMSEOhSgdQ,lovin',Mrs. GREEN APPLE,0.037,0.44,0.94,0,11,0.31,-2.057,0,0.0711,123.413,4,155907,0.858
6TT5vTinGLuUQcepMyZ21G,Kanashii Ureshii,frederic,0.00154,0.525,0.815,4.7e-05,9,0.362,-3.853,0,0.0791,141.978,4,285761,0.743
